episode,steps,total_reward,final_score,hard_violations,coverage_shortage,time,epsilon,loss
38,200,236.00,-2680.00,126,246,46.3,0.000,-4.6794
39,200,-76.00,-2755.00,127,259,47.4,0.000,24.7497
40,200,17.00,-2844.00,142,245,48.6,0.000,-17.2550
41,200,99.00,-2819.00,124,277,49.7,0.000,5.5117
42,200,86.00,-2551.00,125,221,51.1,0.000,-4.9198
43,200,78.00,-2639.00,124,242,52.4,0.000,6.8972
44,200,86.00,-2672.00,127,245,53.6,0.000,-27.3725
45,200,101.00,-2660.00,127,244,54.9,0.000,-33.0484
46,200,162.00,-2704.00,143,218,56.1,0.000,17.5515
47,200,113.00,-2706.00,127,249,57.4,0.000,-6.6971
48,200,44.00,-2747.00,141,226,58.5,0.000,-15.5514
49,200,84.00,-2790.00,139,240,59.7,0.000,10.2716
50,200,123.00,-2861.00,157,218,60.9,0.000,2.1845
51,200,85.00,-2670.00,129,236,62.1,0.000,38.3823
52,200,193.00,-2668.00,134,225,63.3,0.000,-21.2010
53,200,132.00,-2949.00,156,238,64.5,0.000,30.4531
54,200,136.00,-2723.00,135,237,65.8,0.000,-7.0952
55,200,8.00,-2672.00,124,249,67.1,0.000,-9.8170
56,200,107.00,-2688.00,140,219,68.3,0.000,36.9585
57,200,170.00,-2711.00,132,240,69.5,0.000,22.7368
58,200,8.00,-2684.00,129,240,70.7,0.000,-27.6519
59,200,28.00,-2769.00,135,245,71.8,0.000,-17.1392
60,200,163.00,-2796.00,143,235,72.9,0.000,24.1560
61,200,207.00,-2720.00,140,223,74.0,0.000,27.7295
62,200,1.00,-2744.00,137,237,75.1,0.000,1.7485
63,200,151.00,-2787.00,127,263,76.3,0.000,27.7425
64,200,-106.00,-2788.00,134,253,77.7,0.000,-54.0294
65,200,77.00,-2581.00,123,233,78.9,0.000,-5.7523
66,200,67.00,-2618.00,129,226,80.3,0.000,23.1769
67,200,54.00,-2812.00,134,254,81.5,0.000,-11.9636
68,200,164.00,-2536.00,116,237,82.7,0.000,3.2056
69,200,171.00,-2766.00,131,250,84.0,0.000,-2.6586
70,200,56.00,-2736.00,132,247,85.3,0.000,-2.5842
71,200,93.00,-2723.00,138,231,86.4,0.000,45.7146
72,200,183.00,-2640.00,126,235,87.7,0.000,2.0153
73,200,127.00,-2630.00,122,242,88.9,0.000,4.8954
74,200,154.00,-2689.00,122,256,90.0,0.000,14.5780
75,200,113.00,-2689.00,144,211,91.1,0.000,-40.1764
76,200,227.00,-2639.00,132,226,92.4,0.000,-23.9519
77,200,86.00,-2731.00,127,253,93.5,0.000,1.6001
78,200,91.00,-2785.00,144,230,94.7,0.000,-19.3224
79,200,84.00,-2866.00,149,235,95.9,0.000,16.5087
80,200,131.00,-2672.00,126,243,97.1,0.000,39.3512
81,200,158.00,-2785.00,148,221,98.3,0.000,7.2618
82,200,102.00,-2652.00,134,223,99.5,0.000,25.6648
83,200,-34.00,-2806.00,137,250,100.7,0.000,-12.1996
84,200,146.00,-2584.00,123,232,101.8,0.000,9.2460
85,200,160.00,-2792.00,136,248,103.1,0.000,4.3294
86,200,31.00,-2757.00,142,227,104.3,0.000,21.6170
87,200,88.00,-2846.00,145,240,105.4,0.000,10.2036
88,200,72.00,-2703.00,140,219,106.5,0.000,35.5328
89,200,85.00,-2744.00,128,255,107.8,0.000,28.4492
90,200,121.00,-2682.00,130,237,109.0,0.000,-12.4218
91,200,187.00,-2714.00,133,236,110.2,0.000,35.8859
92,200,96.00,-2734.00,140,229,111.3,0.000,46.6979
93,200,105.00,-2690.00,143,212,112.6,0.000,-5.4161
94,200,31.00,-2741.00,141,226,113.7,0.000,27.2879
95,200,184.00,-2755.00,130,254,115.0,0.000,6.5109
96,200,180.00,-2650.00,132,227,116.1,0.000,-5.2159
97,200,97.00,-2643.00,132,226,117.3,0.000,18.3663
98,200,204.00,-2485.00,127,204,118.5,0.000,12.5612
99,200,83.00,-2763.00,141,231,119.8,0.000,8.5208
100,200,289.00,-2535.00,123,222,121.0,0.000,-7.4199
101,200,137.00,-2662.00,136,222,122.2,0.000,20.7772
102,200,16.00,-2894.00,158,224,123.4,0.000,4.1554
103,200,26.00,-2809.00,144,236,124.7,0.000,2.0790
104,200,106.00,-2618.00,128,231,125.9,0.000,-23.9827
105,200,84.00,-2605.00,129,223,127.1,0.000,-4.3978
106,200,-30.00,-2875.00,150,236,128.4,0.000,-15.3248
107,200,62.00,-2689.00,135,229,129.6,0.000,8.5727
108,200,165.00,-2598.00,127,226,130.7,0.000,-6.1457
109,200,63.00,-2847.00,140,251,131.9,0.000,6.3842
110,200,24.00,-2594.00,122,236,133.0,0.000,-41.5135
111,200,37.00,-2561.00,113,249,134.3,0.000,23.2930
112,200,35.00,-2640.00,137,213,135.5,0.000,8.0041
113,200,309.00,-2649.00,138,216,136.7,0.000,7.2885
114,200,115.00,-2569.00,126,224,138.0,0.000,-10.3503
115,200,33.00,-2754.00,134,245,139.2,0.000,4.4705
116,200,140.00,-2762.00,153,209,140.5,0.000,-19.6851
117,200,57.00,-2886.00,153,232,141.7,0.000,-19.2053
118,200,84.00,-2727.00,134,239,142.9,0.000,-1.9511
119,200,83.00,-2745.00,133,243,144.0,0.000,-7.5358
120,200,40.00,-2728.00,134,238,145.1,0.000,8.5663
121,200,206.00,-2656.00,130,232,146.2,0.000,11.7585
122,200,91.00,-2638.00,120,248,147.4,0.000,50.3429
123,200,70.00,-2605.00,112,259,148.5,0.000,2.5948
124,200,57.00,-2710.00,144,215,149.7,0.000,-13.4790
125,200,140.00,-2678.00,126,244,150.8,0.000,-5.1648
126,200,9.00,-2786.00,146,226,151.9,0.000,-0.6156
127,200,130.00,-2847.00,145,241,153.0,0.000,14.5015
128,200,-2.00,-2752.00,139,233,154.3,0.000,-37.2428
129,200,75.00,-2793.00,142,235,155.4,0.000,0.7941
130,200,182.00,-2782.00,139,241,156.5,0.000,19.0697
131,200,56.00,-2832.00,145,237,157.7,0.000,5.2822
132,200,211.00,-2522.00,129,207,158.8,0.000,-37.9742
133,200,100.00,-2584.00,126,225,160.0,0.000,-2.9364
134,200,130.00,-2661.00,137,220,161.1,0.000,8.5601
135,200,179.00,-2652.00,128,233,162.5,0.000,-1.5905
136,200,-34.00,-2683.00,124,251,163.6,0.000,9.8564
137,200,33.00,-2815.00,139,247,164.7,0.000,34.4005
138,200,-47.00,-2818.00,142,241,165.8,0.000,7.3423
139,200,7.00,-2896.00,156,230,166.9,0.000,-21.5348
140,200,96.00,-2764.00,136,243,168.1,0.000,13.6994
141,200,92.00,-2680.00,138,222,169.2,0.000,-4.2022
142,200,36.00,-2630.00,124,242,170.3,0.000,19.4081
143,200,131.00,-2809.00,148,227,171.4,0.000,1.9991
144,200,195.00,-2541.00,114,243,172.5,0.000,-17.0120
145,200,-47.00,-2664.00,120,255,173.6,0.000,-3.9424
146,200,253.00,-2675.00,132,233,174.8,0.000,-15.0306
147,200,146.00,-2755.00,147,220,175.9,0.000,-31.3767
148,200,115.00,-2622.00,132,220,177.0,0.000,-14.4821
149,200,168.00,-2675.00,133,232,178.2,0.000,18.3714
150,200,127.00,-2787.00,137,244,179.4,0.000,13.5446
151,200,-28.00,-2615.00,133,221,180.7,0.000,-12.4556
152,200,32.00,-2820.00,133,261,181.8,0.000,4.3414
153,200,-37.00,-2963.00,145,263,183.1,0.000,1.1007
154,200,50.00,-2643.00,128,235,184.2,0.000,9.2352
155,200,92.00,-2722.00,126,255,185.4,0.000,28.8381
156,200,140.00,-2682.00,122,255,186.5,0.000,11.0155
157,200,116.00,-2756.00,145,223,187.7,0.000,13.4148
158,200,153.00,-2564.00,118,240,188.9,0.000,64.2451
159,200,113.00,-2732.00,132,244,190.0,0.000,-19.3785
160,200,96.00,-2626.00,130,228,191.2,0.000,19.6085
161,200,35.00,-2687.00,132,236,192.3,0.000,3.9933
162,200,82.00,-2772.00,146,224,193.4,0.000,-7.0249
163,200,11.00,-2680.00,125,248,194.6,0.000,-0.5639
164,200,163.00,-2688.00,148,204,195.7,0.000,-3.5432
165,200,144.00,-2964.00,168,216,196.9,0.000,43.4993
166,200,153.00,-2773.00,145,227,198.3,0.000,5.5235
167,200,190.00,-2665.00,127,241,199.5,0.000,-21.9003
168,200,50.00,-2747.00,153,208,200.8,0.000,-5.5037
169,200,244.00,-2679.00,141,215,201.9,0.000,7.4170
170,200,161.00,-2698.00,126,249,203.1,0.000,-4.7097
171,200,95.00,-2794.00,151,218,204.3,0.000,15.0917
172,200,149.00,-2812.00,151,222,205.5,0.000,20.3061
173,200,43.00,-2791.00,150,218,206.8,0.000,14.0441
174,200,69.00,-2801.00,139,243,208.1,0.000,2.0484
175,200,209.00,-2618.00,124,239,209.4,0.000,3.7746
176,200,221.00,-2736.00,137,236,210.7,0.000,-21.8613
177,200,208.00,-2843.00,149,232,211.9,0.000,4.0647
178,200,-2.00,-2765.00,140,236,213.1,0.000,-5.0045
179,200,77.00,-2609.00,116,252,214.2,0.000,10.4161
180,200,78.00,-2835.00,146,233,215.4,0.000,-17.3450
181,200,105.00,-2620.00,128,230,216.5,0.000,-19.4848
182,200,225.00,-2738.00,134,241,217.7,0.000,-4.1803
183,200,119.00,-2853.00,155,223,219.0,0.000,-6.8219
184,200,124.00,-2651.00,133,225,220.1,0.000,-23.4438
185,200,137.00,-2747.00,141,229,221.3,0.000,28.5587
186,200,159.00,-2538.00,124,220,222.7,0.000,-6.2211
187,200,37.00,-2744.00,127,256,223.9,0.000,-12.0065
188,200,45.00,-2693.00,125,248,225.1,0.000,-3.5486
189,200,282.00,-2781.00,145,226,226.3,0.000,-2.0215
190,200,136.00,-2641.00,128,236,227.5,0.000,26.2871
191,200,56.00,-2755.00,140,231,228.7,0.000,-15.5030
192,200,131.00,-2811.00,139,245,229.9,0.000,13.9678
193,200,125.00,-2722.00,137,232,231.0,0.000,-18.1600
194,200,106.00,-2654.00,137,221,232.2,0.000,-15.2814
195,200,95.00,-2827.00,134,257,233.4,0.000,17.2203
196,200,136.00,-2665.00,124,247,234.5,0.000,-25.0170
197,200,0.00,-2885.00,149,241,235.7,0.000,-9.3277
198,200,11.00,-2865.00,135,268,237.0,0.000,-27.1597
199,200,-77.00,-2770.00,121,275,238.2,0.000,14.5394
200,200,26.00,-2823.00,141,244,239.4,0.000,-14.1570
